Latitude,Longitude,UVA,UVB
34.06198,-118.448126,567.544,558.897
34.062378,-118.448323,346.594,557.453
34.061934,-118.448089,572.144,557.563
34.06219,-118.44825,577.919,558.897
34.061958,-118.448107,326.524,557.455
34.062219,-118.448199,331.455,444.124
34.062169,-118.448129,329.885,424.969
